Keyword,Volume,Trend,Growth %,SEO Score,Competition,Avg CPC,Branded,Topics,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026
"find the image online",50,"growing 91%","+91%",28,"0.03","N/A",No,"Contains: image online · Length: Body (3–4 words) · Seasonality: Evergreen",20,10,10,20,20,20,20,20,10,20,40,20,30,30,40,30,30,40,30,20,30,40,40,20,30,30,40,20,20,30,20,30,30,40,30,40,40,30,40,50,40,40,40,20,40,50,70,90
"image search what is this",1600,"growing 50%","+50%",47,"0.12","$0.98",No,"Contains: image search · Intent: Informational · Length: Long tail (5+ words) · Seasonality: Evergreen",720,880,720,720,720,720,720,720,590,590,480,480,480,480,480,390,390,480,390,480,590,590,590,590,720,880,880,880,880,1000,880,1000,1000,590,720,880,1000,1300,1300,1600,1600,1300,1300,1600,1600,1600,1900,1900
"image search who is this",880,"stable -18%","-18%",44,"0.11","$0.92",No,"Contains: image search · Contains: search who is · Length: Long tail (5+ words) · Seasonality: Evergreen",480,590,390,480,480,480,480,480,480,590,590,590,720,590,720,590,590,590,590,720,590,590,590,590,720,590,590,590,590,590,590,720,880,880,880,880,880,880,880,880,1000,880,720,720,720,720,720,720
"in search of photo",30,"stable -15%","-15%",24,"0.04","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",40,40,20,20,20,20,20,40,40,50,30,30,40,30,40,30,30,30,30,10,30,20,20,30,30,30,20,20,20,20,10,20,20,30,30,50,50,30,50,30,30,40,30,40,30,30,40,40
"jpg search engine",20,"stable -14%","-14%",21,"0.04","N/A",No,"Contains: search engine · Length: Body (3–4 words) · Seasonality: Evergreen",90,50,50,50,70,50,40,50,70,50,70,70,70,70,70,50,70,20,40,40,30,40,40,30,40,30,40,30,30,20,20,20,20,30,10,40,20,20,30,20,10,20,20,30,10,20,20,20
"photo search photo search",10,"stable 0%","0%",17,"0","N/A",No,"Contains: photo search · Contains: search photo · Length: Body (3–4 words) · Seasonality: Evergreen",10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"photo search tool",70,"declining -35%","-35%",26,"0.17","$1.39",No,"Contains: photo search · Contains: search tool · Length: Body (3–4 words) · Seasonality: Evergreen",70,50,70,70,70,70,50,70,70,70,50,70,50,70,90,70,70,70,110,70,90,70,70,70,50,90,70,90,70,70,70,90,90,110,70,50,70,70,90,90,70,90,50,50,50,70,40,40
"search image by",301000,"declining -33%","-33%",89,"0.02","$0.73",No,"Contains: search image · Length: Body (3–4 words) · Seasonality: Evergreen",673000,673000,673000,673000,550000,550000,450000,550000,550000,550000,550000,550000,550000,550000,550000,550000,450000,450000,450000,450000,450000,550000,450000,550000,450000,450000,450000,550000,550000,450000,450000,450000,450000,450000,368000,368000,368000,368000,368000,368000,301000,301000,246000,301000,301000,246000,246000,246000
"search jpg images",10,"growing 33%","+33%",17,"0.02","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",40,50,70,30,40,70,50,70,40,70,40,70,50,40,50,40,30,50,40,50,40,30,40,70,50,20,20,20,10,50,20,20,10,30,20,10,10,10,10,20,10,10,20,10,10,10,20,10
"search new",210,"stable 16%","+16%",39,"0","N/A",No,"Length: Head (1–2 words) · Seasonality: Evergreen",170,170,140,140,170,170,140,170,140,170,170,140,140,170,140,110,170,170,170,590,390,390,320,320,320,260,210,170,210,170,170,170,210,260,210,210,210,210,260,260,210,210,170,210,210,210,320,260
"search through image online",10,"declining -40%","-40%",16,"0.06","N/A",No,"Contains: image online · Length: Body (3–4 words) · Seasonality: Evergreen",30,10,20,10,20,10,10,10,20,10,30,30,20,20,20,10,20,20,20,10,20,10,10,20,10,30,10,10,20,20,20,30,40,40,40,40,20,20,10,10,10,10,10,10,10,10,10,10
"with photo search",10,"declining -40%","-40%",16,"0.06","N/A",No,"Contains: photo search · Contains: with photo · Length: Body (3–4 words) · Seasonality: Peaks in August",30,30,30,40,40,70,10,30,30,30,30,40,70,70,30,30,30,20,20,10,20,20,40,20,40,20,30,20,20,10,20,20,10,20,10,30,20,20,10,20,30,10,10,10,10,10,10,10
